_group1065.unknown,auto,0,0,12,",,,,.."
_group1080.cytoplasm,auto,0,0,615,IRA1
_group1106.cytoplasm,auto,0,0,1,",,,,.."
_group1106.nucleus,auto,0,0,1,",,,,.."
_group1106.mitochondrion,auto,0,0,1,",,,,.."
_group1106.bud neck,auto,0,0,1,",,,,.."
_group1106.cell periphery,auto,0,0,1,",,,,.."
_group1106.bud,auto,0,0,1,",,,,.."
_group1106.spindle pole,auto,0,0,1,",,,,.."
_group1106.punctate composite,auto,0,0,1,",,,,.."
_group1106.nuclear periphery,auto,0,0,1,",,,,.."
_group1106.vacuole,auto,0,0,1,",,,,.."
_group1106.microtubule,auto,0,0,1,",,,,.."
_group1106.lipid particle,auto,0,0,1,",,,,.."
_group1106.unknown,auto,0,0,1,",,,,.."
_group111.unknown,auto,0,0,616,SIR1
_group1144.cytoplasm,auto,0.666667,0.809102,210,"YCF1,GTS1,mitochondrial precursor"
_group1144.mitochondrion,auto,0.666667,0.809102,210,"YCF1,GTS1,mitochondrial precursor"
_group1144.vacuolar membrane,auto,0.666667,0.809102,210,"YCF1,GTS1,mitochondrial precursor"
_group1144.actin,auto,0.666667,0.809102,210,"YCF1,GTS1,mitochondrial precursor"
_group1148.ER,auto,0,0,617,
_group1155.nucleus,auto,0,0,618,FCP1
_group1158.unknown,auto,0,0,619,SDC25
_group1159.unknown,auto,0,0,620,REC8
_group1160.unknown,auto,0,0,621,
_group1161.cytoplasm,auto,0.413462,0.899056,56,"POR1,TOM6,TOM5,TOM20,.."
_group1161.mitochondrion,auto,0.413462,0.899056,56,"POR1,TOM6,TOM5,TOM20,.."
_group1161.unknown,auto,0.413462,0.899056,56,"POR1,TOM6,TOM5,TOM20,.."
_group1162.cytoplasm,auto,0.15,0.279601,122,"PIN4,RAD9,DUN1,SML1,.."
_group1162.nucleus,auto,0.15,0.279601,122,"PIN4,RAD9,DUN1,SML1,.."
_group1163.cytoplasm,auto,1,0.910239,211,"UBC8,UBC7,UBC6"
_group1163.nucleus,auto,1,0.910239,211,"UBC8,UBC7,UBC6"
_group1163.ER,auto,1,0.910239,211,"UBC8,UBC7,UBC6"
_group12.cytoplasm,auto,0.282051,0.837416,35,"TEF2,SSA1,SIS1,YDJ1,.."
_group12.nucleus,auto,0.282051,0.837416,35,"TEF2,SSA1,SIS1,YDJ1,.."
_group12.mitochondrion,auto,0.282051,0.837416,35,"TEF2,SSA1,SIS1,YDJ1,.."
_group12.nuclear periphery,auto,0.282051,0.837416,35,"TEF2,SSA1,SIS1,YDJ1,.."
_group12.unknown,auto,0.282051,0.837416,35,"TEF2,SSA1,SIS1,YDJ1,.."
_group120.cytoplasm,auto,0.225806,2.28039,319,"SAS4,SAS2"
_group120.nucleus,auto,0.225806,2.28039,319,"SAS4,SAS2"
_group148.cytoplasm,auto,0.362637,1.11315,101,"GAC1,SKN7,YPD1,SLN1,.."
_group148.nucleus,auto,0.362637,1.11315,101,"GAC1,SKN7,YPD1,SLN1,.."
_group148.ER,auto,0.362637,1.11315,101,"GAC1,SKN7,YPD1,SLN1,.."
_group148.cell periphery,auto,0.362637,1.11315,101,"GAC1,SKN7,YPD1,SLN1,.."
_group148.unknown,auto,0.362637,1.11315,101,"GAC1,SKN7,YPD1,SLN1,.."
_group153.ER,auto,0.918367,2.48423,62,"ERG1,ERG6,ERG7,ERG27,.."
_group153.vacuole,auto,0.918367,2.48423,62,"ERG1,ERG6,ERG7,ERG27,.."
_group153.lipid particle,auto,0.918367,2.48423,62,"ERG1,ERG6,ERG7,ERG27,.."
_group161.nucleus,auto,0,0,320,"IES4,SNF11"
_group166.cytoplasm,auto,0,0,321,"NOB1,RRP12"
_group166.nucleus,auto,0,0,321,"NOB1,RRP12"
_group169.cytoplasm,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group169.mitochondrion,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group169.bud neck,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group169.spindle pole,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group169.nuclear periphery,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group169.unknown,auto,0.482877,1.21702,19,"KAR1,NUD1,ADY3,MPS2,.."
_group170.cytoplasm,auto,0,0,622,LCD1
_group170.nucleus,auto,0,0,622,LCD1
_group182.cytoplasm,auto,0.137931,0.397985,322,"UBR1,CUP9"
_group182.nucleus,auto,0.137931,0.397985,322,"UBR1,CUP9"
_group182.unknown,auto,0.137931,0.397985,322,"UBR1,CUP9"
_group183.cytoplasm,auto,0.383275,2.132,57,"HSL7,SWE1,HSL1,PDS1,.."
_group183.nucleus,auto,0.383275,2.132,57,"HSL7,SWE1,HSL1,PDS1,.."
_group183.bud neck,auto,0.383275,2.132,57,"HSL7,SWE1,HSL1,PDS1,.."
_group183.unknown,auto,0.383275,2.132,57,"HSL7,SWE1,HSL1,PDS1,.."
_group184.unknown,auto,0,0,323,"REV7,RAD17"
_group189.cytoplasm,auto,0,0,623,KAP122
_group189.nucleus,auto,0,0,623,KAP122
_group189.nuclear periphery,auto,0,0,623,KAP122
_group198.cytoplasm,auto,0,0,624,MAF1
_group198.nucleus,auto,0,0,624,MAF1
_group209.nucleolus,auto,0,0,625,TRF5
_group219.unknown,auto,0,0,626,
_group222.cytoplasm,auto,0.56,2.37876,212,"PCL1,NPA3,HMS1"
_group222.unknown,auto,0.56,2.37876,212,"PCL1,NPA3,HMS1"
_group228.cytoplasm,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.nucleus,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.endosome,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.bud neck,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.cell periphery,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.bud,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.punctate composite,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.vacuole,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.lipid particle,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group228.unknown,auto,0.498047,2.11971,15,"SYN8,SNC1,DDI1,SEC9,.."
_group229.nucleus,auto,0,0,627,IES2
_group232.cytoplasm,auto,0.484848,2.35375,213,"SLD2,DCD1,DPB11"
_group232.nucleus,auto,0.484848,2.35375,213,"SLD2,DCD1,DPB11"
_group233.cytoplasm,auto,0.310345,0.847464,214,",MSL1,NST1"
_group233.nucleus,auto,0.310345,0.847464,214,",MSL1,NST1"
_group240.cytoplasm,auto,0.137725,0.0857358,32,",ADE1,CNS1,CPR7,.."
_group240.nucleus,auto,0.137725,0.0857358,32,",ADE1,CNS1,CPR7,.."
_group240.ER,auto,0.137725,0.0857358,32,",ADE1,CNS1,CPR7,.."
_group240.vacuole,auto,0.137725,0.0857358,32,",ADE1,CNS1,CPR7,.."
_group240.unknown,auto,0.137725,0.0857358,32,",ADE1,CNS1,CPR7,.."
_group242.cytoplasm,auto,0,0,215,",GCN2,CRZ1"
_group242.unknown,auto,0,0,215,",GCN2,CRZ1"
_group253.cytoplasm,auto,0,0,628,TIP41
_group253.nucleus,auto,0,0,628,TIP41
_group257.cytoplasm,auto,0.192308,0.693603,324,"PRP22,PRP16"
_group257.nucleus,auto,0.192308,0.693603,324,"PRP22,PRP16"
_group260.cytoplasm,auto,0.56,2.82768,147,"RGT1,SNF3,MTH1,STD1"
_group260.nucleus,auto,0.56,2.82768,147,"RGT1,SNF3,MTH1,STD1"
_group260.unknown,auto,0.56,2.82768,147,"RGT1,SNF3,MTH1,STD1"
_group263.cytoplasm,auto,0,0,148,"POP6,SNM1,RPR2,RMP1"
_group263.nucleus,auto,0,0,148,"POP6,SNM1,RPR2,RMP1"
_group269.cytoplasm,auto,0.2,0.577078,325,"SCM4,RAD59"
_group269.nucleus,auto,0.2,0.577078,325,"SCM4,RAD59"
_group269.mitochondrion,auto,0.2,0.577078,325,"SCM4,RAD59"
_group274.nucleus,auto,0,0,629,SLU7
_group28.cytoplasm,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.endosome,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.ER,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.early Golgi,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.late Golgi,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.punctate composite,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.Golgi,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group28.unknown,auto,0.308094,0.983985,33,"TLG1,MOH1,YIP1,TLG2,.."
_group281.nucleus,auto,0,0,630,ABF1
_group287.cytoplasm,auto,0,0,631,MKS1
_group296.mitochondrion,auto,1,5.79971,76,"TIM9,MRS5,MRS11,TIM22,.."
_group296.unknown,auto,1,5.79971,76,"TIM9,MRS5,MRS11,TIM22,.."
_group297.cytoplasm,auto,0,0,326,",CWC25"
_group297.nucleus,auto,0,0,326,",CWC25"
_group297.mitochondrion,auto,0,0,326,",CWC25"
_group298.cytoplasm,auto,0,0,632,RAD5
_group298.nucleus,auto,0,0,632,RAD5
_group299.cytoplasm,auto,0,0,77,"NRG2,NRG1,MIG1,SAK1,.."
_group299.nucleus,auto,0,0,77,"NRG2,NRG1,MIG1,SAK1,.."
_group299.unknown,auto,0,0,77,"NRG2,NRG1,MIG1,SAK1,.."
_group3.cytoplasm,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.nucleus,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.bud neck,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.cell periphery,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.bud,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.spindle pole,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.punctate composite,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.vacuole,auto,0.4,0.994569,2,",,,BUB2,.."
_group3.unknown,auto,0.4,0.994569,2,",,,BUB2,.."
_group300.endosome,auto,0,0,633,ATG20
_group309.nucleus,auto,0.5625,1.82591,149,"CRF1,IFH1,HMO1,FHL1"
_group309.nucleolus,auto,0.5625,1.82591,149,"CRF1,IFH1,HMO1,FHL1"
_group309.unknown,auto,0.5625,1.82591,149,"CRF1,IFH1,HMO1,FHL1"
_group31.cytoplasm,auto,0.908257,6.03091,38,"BIT2,TOR1,TOR2,LST8,.."
_group31.punctate composite,auto,0.908257,6.03091,38,"BIT2,TOR1,TOR2,LST8,.."
_group31.vacuolar membrane,auto,0.908257,6.03091,38,"BIT2,TOR1,TOR2,LST8,.."
_group31.unknown,auto,0.908257,6.03091,38,"BIT2,TOR1,TOR2,LST8,.."
_group314.unknown,auto,0.125,0.270505,327,"HOP1,MEK1"
_group316.unknown,auto,0,0,634,HAP4
_group317.cytoplasm,auto,0.521739,2.25813,150,"CDS1,MMS4,MUS81,RAD54"
_group317.nucleus,auto,0.521739,2.25813,150,"CDS1,MMS4,MUS81,RAD54"
_group317.unknown,auto,0.521739,2.25813,150,"CDS1,MMS4,MUS81,RAD54"
_group322.cytoplasm,auto,0,0,216,",YRA2,NOP13"
_group322.nucleus,auto,0,0,216,",YRA2,NOP13"
_group322.nucleolus,auto,0,0,216,",YRA2,NOP13"
_group328.cytoplasm,auto,0,0,635,TIF11
_group332.nucleus,auto,0.142857,0.173379,217,"RPS5,RPS7A,RPL23A"
_group332.unknown,auto,0.142857,0.173379,217,"RPS5,RPS7A,RPL23A"
_group340.cytoplasm,auto,0.2,0.577078,328,"AFT1,NHP6A"
_group340.nucleus,auto,0.2,0.577078,328,"AFT1,NHP6A"
_group341.cytoplasm,auto,0,0,636,CSN12
_group341.nucleus,auto,0,0,636,CSN12
_group350.cytoplasm,auto,0.37037,1.12375,218,"RRS1,RPL11A,RPL11B"
_group350.unknown,auto,0.37037,1.12375,218,"RRS1,RPL11A,RPL11B"
_group359.cytoplasm,auto,0,0,637,YBP1
_group361.cytoplasm,auto,0.0841122,0.229687,219,"MOT2,NOT3,CAF4"
_group361.mitochondrion,auto,0.0841122,0.229687,219,"MOT2,NOT3,CAF4"
_group365.cytoplasm,auto,0,0,638,
_group365.nucleus,auto,0,0,638,
_group367.cytoplasm,auto,0.714286,7.72872,329,"SCC2,SCC4"
_group367.nucleus,auto,0.714286,7.72872,329,"SCC2,SCC4"
_group368.unknown,auto,0,0,639,NSE1
_group369.cytoplasm,auto,0,0,640,II
_group369.nucleolus,auto,0,0,640,II
_group371.cytoplasm,auto,0,0,641,UBP7
_group373.cytoplasm,auto,0,0,642,SIS2
_group377.nucleus,auto,0,0,330,"RRN3,RRN11"
_group377.nucleolus,auto,0,0,330,"RRN3,RRN11"
_group377.microtubule,auto,0,0,330,"RRN3,RRN11"
_group379.bud neck,auto,0,0,123,"ENT1,SWA2,ENT2,YAP1802,.."
_group379.cell periphery,auto,0,0,123,"ENT1,SWA2,ENT2,YAP1802,.."
_group379.bud,auto,0,0,123,"ENT1,SWA2,ENT2,YAP1802,.."
_group379.actin,auto,0,0,123,"ENT1,SWA2,ENT2,YAP1802,.."
_group379.unknown,auto,0,0,123,"ENT1,SWA2,ENT2,YAP1802,.."
_group383.unknown,auto,0,0,643,ATG14
_group388.cytoplasm,auto,0.755556,2.23131,48,"FKH2,NDD1,MCM1,HMRA1,.."
_group388.nucleus,auto,0.755556,2.23131,48,"FKH2,NDD1,MCM1,HMRA1,.."
_group388.unknown,auto,0.755556,2.23131,48,"FKH2,NDD1,MCM1,HMRA1,.."
_group391.cytoplasm,auto,0,0,644,GGA1
_group391.late Golgi,auto,0,0,644,GGA1
_group392.vacuolar membrane,auto,0.285714,0.824397,331,"EMP47,EMP46"
_group392.vacuole,auto,0.285714,0.824397,331,"EMP47,EMP46"
_group395.cytoplasm,auto,0,0,332,"RAD2,EXO1"
_group395.nucleus,auto,0,0,332,"RAD2,EXO1"
_group396.unknown,auto,0.8,3.88369,220,"ARP1,JNM1,NIP100"
_group397.cytoplasm,auto,1,2.52472,151,"HYP2,DYS1,LIA1,CAR1"
_group397.nucleus,auto,1,2.52472,151,"HYP2,DYS1,LIA1,CAR1"
_group397.unknown,auto,1,2.52472,151,"HYP2,DYS1,LIA1,CAR1"
_group399.cytoplasm,auto,0.384615,1.38721,333,"FPR3,LTP1"
_group399.nucleus,auto,0.384615,1.38721,333,"FPR3,LTP1"
_group399.nucleolus,auto,0.384615,1.38721,333,"FPR3,LTP1"
_group403.cytoplasm,auto,0.888889,4.70212,63,"ATG8,ATG7,ATG4,ATG3,.."
_group403.nucleus,auto,0.888889,4.70212,63,"ATG8,ATG7,ATG4,ATG3,.."
_group403.unknown,auto,0.888889,4.70212,63,"ATG8,ATG7,ATG4,ATG3,.."
_group404.cytoplasm,auto,0,0,645,H3 lysine-79 specific
_group404.nucleus,auto,0,0,645,H3 lysine-79 specific
_group406.cytoplasm,auto,0,0,334,"STB1,WHI5"
_group406.nucleus,auto,0,0,334,"STB1,WHI5"
_group407.mitochondrion,auto,1,6.67509,221,"FZO1,UGO1,mitochondrial precursor"
_group407.unknown,auto,1,6.67509,221,"FZO1,UGO1,mitochondrial precursor"
_group411.unknown,auto,0,0,646,YAK1
_group419.cytoplasm,auto,0,0,647,SEC2
_group419.bud neck,auto,0,0,647,SEC2
_group419.bud,auto,0,0,647,SEC2
_group441.ER,auto,0.375,2.43455,335,"SSS1,SEC61"
_group446.unknown,auto,0,0,648,SNU13
_group452.cytoplasm,auto,0.205128,0.611776,124,"ARB1,LSG1,RPL8A,RPL6A,.."
_group452.nucleolus,auto,0.205128,0.611776,124,"ARB1,LSG1,RPL8A,RPL6A,.."
_group454.unknown,auto,0,0,649,HSK3
_group455.cytoplasm,auto,0,0,650,RIM20
_group455.nucleus,auto,0,0,650,RIM20
_group458.cytoplasm,auto,0.333333,0.527104,102,"UBP1,GGA2,ENT5,ENT3,.."
_group458.late Golgi,auto,0.333333,0.527104,102,"UBP1,GGA2,ENT5,ENT3,.."
_group458.unknown,auto,0.333333,0.527104,102,"UBP1,GGA2,ENT5,ENT3,.."
_group463.mitochondrion,auto,0.866667,4.06359,152,"SEN2,SEN34,SEN15,SEN54"
_group463.unknown,auto,0.866667,4.06359,152,"SEN2,SEN34,SEN15,SEN54"
_group464.cytoplasm,auto,0,0,651,BEM2
_group464.bud neck,auto,0,0,651,BEM2
_group467.mitochondrion,auto,0.435897,0.92085,125,"ATP8,ATP6,mitochondrial,mitochondrial precursor,.."
_group467.unknown,auto,0.435897,0.92085,125,"ATP8,ATP6,mitochondrial,mitochondrial precursor,.."
_group468.cytoplasm,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.nucleus,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.mitochondrion,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.late Golgi,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.bud neck,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.bud,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.punctate composite,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group468.unknown,auto,0.47973,1.29131,43,"MSG5,BCK1,SPH1,RLM1,.."
_group469.cytoplasm,auto,0,0,336,"BUD3,ACE2"
_group469.nucleus,auto,0,0,336,"BUD3,ACE2"
_group469.bud neck,auto,0,0,336,"BUD3,ACE2"
_group469.bud,auto,0,0,336,"BUD3,ACE2"
_group471.cytoplasm,auto,0,0,652,FUS2
_group479.cytoplasm,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group479.nucleus,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group479.bud neck,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group479.cell periphery,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group479.nuclear periphery,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group479.unknown,auto,0,0,103,"BUD5,NTF2,YRB2,CSE1,.."
_group482.cytoplasm,auto,0.588235,1.78478,222,"LYS5,CIN5,FZF1"
_group482.nucleus,auto,0.588235,1.78478,222,"LYS5,CIN5,FZF1"
_group482.unknown,auto,0.588235,1.78478,222,"LYS5,CIN5,FZF1"
_group487.cytoplasm,auto,0.711538,1.58257,64,",SHU2,SHU1,PSY3,.."
_group487.nucleus,auto,0.711538,1.58257,64,",SHU2,SHU1,PSY3,.."
_group487.ER,auto,0.711538,1.58257,64,",SHU2,SHU1,PSY3,.."
_group487.unknown,auto,0.711538,1.58257,64,",SHU2,SHU1,PSY3,.."
_group492.cytoplasm,auto,0.0508475,0.0111988,78,",LSB5,SSA3,LSB6,.."
_group492.nucleus,auto,0.0508475,0.0111988,78,",LSB5,SSA3,LSB6,.."
_group492.vacuole,auto,0.0508475,0.0111988,78,",LSB5,SSA3,LSB6,.."
_group492.actin,auto,0.0508475,0.0111988,78,",LSB5,SSA3,LSB6,.."
_group492.unknown,auto,0.0508475,0.0111988,78,",LSB5,SSA3,LSB6,.."
_group494.cytoplasm,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group494.nucleus,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group494.spindle pole,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group494.punctate composite,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group494.microtubule,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group494.unknown,auto,0.57732,1.94342,65,"STU2,ALF1,KIP2,KAR9,.."
_group500.cytoplasm,auto,0,0,653,PKH2
_group501.unknown,auto,0,0,654,RHO3
_group502.cytoplasm,auto,0.482759,1.67975,126,"RIF1,RIF2,RAP1,GCR2,.."
_group502.nucleus,auto,0.482759,1.67975,126,"RIF1,RIF2,RAP1,GCR2,.."
_group502.unknown,auto,0.482759,1.67975,126,"RIF1,RIF2,RAP1,GCR2,.."
_group503.cytoplasm,auto,0.7,3.5346,337,"PRS1,PRS3"
_group504.punctate composite,auto,0,0,338,"ARK1,HUA2"
_group504.actin,auto,0,0,338,"ARK1,HUA2"
_group508.cytoplasm,auto,0.517241,2.79833,153,"STN1,EST1,TEN1,CDC13"
_group508.nucleus,auto,0.517241,2.79833,153,"STN1,EST1,TEN1,CDC13"
_group508.unknown,auto,0.517241,2.79833,153,"STN1,EST1,TEN1,CDC13"
_group510.ER,auto,0.833333,2.52844,223,"SIT1,SED1,MIP1"
_group510.mitochondrion,auto,0.833333,2.52844,223,"SIT1,SED1,MIP1"
_group510.vacuole,auto,0.833333,2.52844,223,"SIT1,SED1,MIP1"
_group513.cytoplasm,auto,0.128205,0.0796583,127,"SKO1,SMP1,CAD1,RCK1,.."
_group513.nucleus,auto,0.128205,0.0796583,127,"SKO1,SMP1,CAD1,RCK1,.."
_group513.unknown,auto,0.128205,0.0796583,127,"SKO1,SMP1,CAD1,RCK1,.."
_group519.nucleus,auto,0,0,655,SPT2
_group521.cytoplasm,auto,0.0833333,0.0305892,79,"YIH1,SCP1,TWF1,TPM2,.."
_group521.nucleus,auto,0.0833333,0.0305892,79,"YIH1,SCP1,TWF1,TPM2,.."
_group521.mitochondrion,auto,0.0833333,0.0305892,79,"YIH1,SCP1,TWF1,TPM2,.."
_group521.actin,auto,0.0833333,0.0305892,79,"YIH1,SCP1,TWF1,TPM2,.."
_group521.unknown,auto,0.0833333,0.0305892,79,"YIH1,SCP1,TWF1,TPM2,.."
_group522.cytoplasm,auto,0,0,656,STS1
_group522.nucleus,auto,0,0,656,STS1
_group524.cytoplasm,auto,0.411765,1.03959,154,"TRX1,AHP1,SEC18,MET16"
_group524.nucleus,auto,0.411765,1.03959,154,"TRX1,AHP1,SEC18,MET16"
_group524.early Golgi,auto,0.411765,1.03959,154,"TRX1,AHP1,SEC18,MET16"
_group524.Golgi,auto,0.411765,1.03959,154,"TRX1,AHP1,SEC18,MET16"
_group524.unknown,auto,0.411765,1.03959,154,"TRX1,AHP1,SEC18,MET16"
_group526.cytoplasm,auto,0,0,66,"NOP4,RPL5,DBP9,MAK16,.."
_group526.nucleus,auto,0,0,66,"NOP4,RPL5,DBP9,MAK16,.."
_group526.nucleolus,auto,0,0,66,"NOP4,RPL5,DBP9,MAK16,.."
_group526.unknown,auto,0,0,66,"NOP4,RPL5,DBP9,MAK16,.."
_group527.cytoplasm,auto,0,0,657,HYM1
_group527.nucleus,auto,0,0,657,HYM1
_group530.cytoplasm,auto,0.64011,3.09658,24,",,TIM8,TMA17,.."
_group530.nucleus,auto,0.64011,3.09658,24,",,TIM8,TMA17,.."
_group530.mitochondrion,auto,0.64011,3.09658,24,",,TIM8,TMA17,.."
_group530.unknown,auto,0.64011,3.09658,24,",,TIM8,TMA17,.."
_group532.cytoplasm,auto,0,0,658,SSB2
_group535.cytoplasm,auto,0.447059,1.58022,104,"GPB2,GPA2,GPR1,IME1,.."
_group535.mitochondrion,auto,0.447059,1.58022,104,"GPB2,GPA2,GPR1,IME1,.."
_group535.cell periphery,auto,0.447059,1.58022,104,"GPB2,GPA2,GPR1,IME1,.."
_group535.unknown,auto,0.447059,1.58022,104,"GPB2,GPA2,GPR1,IME1,.."
_group537.cytoplasm,auto,0.0458015,0.0104186,44,",SKT5,CHS3,BNI4,.."
_group537.nucleus,auto,0.0458015,0.0104186,44,",SKT5,CHS3,BNI4,.."
_group537.late Golgi,auto,0.0458015,0.0104186,44,",SKT5,CHS3,BNI4,.."
